[506, 0.0013325448, 0, 154]
[259, 0.00133255, 0, 18]
[310, 0.0013325461, 0, 52]
[527, 0.0013325493, 0, 91]
[223, 0.78586745, 1, 159]
[264, 0.00133255, 0, 135]
[314, 0.00133255, 0, 111]
[476, 0.00133255, 0, 152]
[366, 0.00133255, 0, 30]
[470, 0.00133255, 0, 120]
[476, 0.00133255, 0, 161]
[294, 0.0013325493, 0, 91]
[539, 0.00133255, 0, 20]
[295, 0.00133255, 0, 181]
[252, 0.00133255, 0, 134]
[199, 0.78586745, 1, 6]
[326, 0.00133255, 0, 89]
[398, 0.00133255, 0, 11]
[395, 0.00133255, 0, 65]
[484, 0.00133255, 0, 186]
[395, 0.00133255, 0, 181]
[237, 0.00133255, 0, 22]
[419, 0.00133255, 0, 41]
[252, 0.0013323139, 0, 69]
[431, 0.001332541, 0, 104]
[265, 0.00133255, 0, 18]
[432, 0.00133255, 0, 4]
[455, 0.0013325487, 0, 2]
[338, 0.00133255, 0, 70]
[203, 0.7858674, 1, 174]
[382, 0.0013325487, 0, 2]
[513, 0.78586745, 1, 105]
[382, 0.00133255, 0, 84]
[252, 0.0013325423, 0, 76]
[345, 0.00133255, 0, 161]
[399, 0.00133255, 0, 93]
[474, 0.00133255, 0, 105]
[423, 0.00133255, 0, 64]
[306, 0.00133255, 0, 119]
[224, 0.7858672, 1, 27]
[528, 0.00133255, 0, 38]
[223, 0.78586745, 1, 62]
[421, 0.00133255, 0, 137]
[466, 0.00133255, 0, 41]
[319, 0.0013325487, 0, 177]
[482, 0.00133255, 0, 188]
[213, 0.78586745, 1, 51]
[312, 0.00133255, 0, 19]
[476, 0.0013325487, 0, 177]
[282, 0.00133255, 0, 120]
[316, 0.00133255, 0, 85]
[258, 0.00133255, 0, 44]
[338, 0.00133255, 0, 30]
[450, 0.00133255, 0, 0]
[401, 0.0013311616, 0, 109]
[465, 0.00133255, 0, 157]
[465, 0.0013325461, 0, 27]
[334, 0.0013325474, 0, 174]
[239, 0.00133255, 0, 49]
[329, 0.00133255, 0, 127]
[484, 0.00133255, 0, 154]
[401, 0.00133255, 0, 181]
[416, 0.00133255, 0, 137]
[434, 0.00133255, 0, 119]
[307, 0.00133255, 0, 64]
[407, 0.00133255, 0, 142]
[325, 0.00133255, 0, 95]
[416, 0.0013325423, 0, 118]
[226, 0.78586745, 1, 149]
[334, 0.00133255, 0, 8]
[391, 0.00133255, 0, 68]
[254, 0.00133255, 0, 79]
[399, 0.00133255, 0, 166]
[416, 0.00133255, 0, 142]
[329, 0.00133255, 0, 112]
[279, 0.00133255, 0, 122]
[225, 0.00133255, 0, 155]
[256, 0.00133255, 0, 59]
[336, 0.00133255, 0, 181]
[282, 0.0013324813, 0, 147]
[466, 0.00133255, 0, 169]
[220, 0.00133255, 0, 95]
[223, 0.7858549, 1, 67]
[439, 0.00133255, 0, 93]
[398, 0.0013325493, 0, 74]
[205, 0.00133255, 0, 0]
[528, 0.00133255, 0, 105]
[363, 0.00133255, 0, 100]
[308, 0.00133255, 0, 46]
[215, 0.78586745, 1, 100]
[484, 0.00133255, 0, 111]
[479, 0.00133255, 0, 46]
[356, 0.78586745, 1, 64]
[336, 0.00133255, 0, 113]
[286, 0.00133255, 0, 4]
[285, 0.001332409, 0, 136]
[218, 0.78586745, 1, 57]
[341, 0.00133255, 0, 42]
[500, 0.00133255, 0, 155]
[298, 0.0013325181, 0, 51]
[528, 0.00133255, 0, 73]
[456, 0.00133255, 0, 23]
[366, 0.00133255, 0, 72]
[440, 0.00133255, 0, 185]
[416, 0.00133255, 0, 33]
[424, 0.00133255, 0, 43]
[390, 0.00133255, 0, 66]
[267, 0.0013325423, 0, 118]
[196, 0.78586745, 1, 150]
[424, 0.0013325487, 0, 177]
[379, 0.00133255, 0, 179]
[440, 0.00133255, 0, 106]
[272, 0.00133255, 0, 130]
[464, 0.00133255, 0, 4]
[502, 0.00133255, 0, 157]
[356, 0.78586745, 1, 154]
[470, 0.00133255, 0, 157]
[270, 0.00133255, 0, 180]
[394, 0.00133255, 0, 85]
[456, 0.0013325487, 0, 182]
[356, 0.78586745, 1, 121]
[307, 0.0013325461, 0, 27]
[226, 0.78586745, 1, 38]
[431, 0.00133255, 0, 110]
[282, 0.00133255, 0, 89]
[252, 0.00133255, 0, 89]
[347, 0.0013323221, 0, 86]
[423, 0.00133255, 0, 1]
[478, 0.00133255, 0, 127]
[315, 0.00133255, 0, 41]
[453, 0.00133255, 0, 4]
[424, 0.00133255, 0, 73]
[470, 0.001332404, 0, 168]
[441, 0.00133255, 0, 45]
[201, 0.78586745, 1, 66]
[293, 0.00133255, 0, 120]
[496, 0.0013323221, 0, 86]
[199, 0.78586745, 1, 66]
[227, 0.78586745, 1, 123]
[349, 0.0013325511, 0, 77]
[521, 0.0013130927, 0, 53]
[482, 0.00133255, 0, 105]
[480, 0.0013323221, 0, 86]
[442, 0.00018706257, 0, 65]
[350, 0.00133255, 0, 105]
[431, 0.0013325487, 0, 182]
[252, 0.00133255, 0, 54]
[201, 0.78586745, 1, 15]
[452, 0.00133255, 0, 89]
[298, 0.0013325181, 0, 124]
[341, 0.00133255, 0, 171]
[297, 0.00133255, 0, 36]
[482, 0.00133255, 0, 16]
[477, 0.00133255, 0, 129]
[293, 0.00133255, 0, 135]
[387, 0.00133255, 0, 95]
[418, 0.00133255, 0, 95]
[363, 0.00133255, 0, 186]
[249, 0.00133255, 0, 36]
[390, 0.00133255, 0, 18]
[528, 0.00133255, 0, 150]
[440, 0.00133255, 0, 62]
[526, 0.00133255, 0, 95]
[287, 0.00133255, 0, 183]
[429, 0.00133255, 0, 89]
[288, 0.00133255, 0, 92]
[402, 0.00133255, 0, 112]
[383, 0.00133255, 0, 150]
[328, 0.00133255, 0, 38]
[430, 0.00133255, 0, 92]
[219, 0.78586745, 1, 130]
[257, 0.00133255, 0, 13]
[312, 0.00133255, 0, 72]
[274, 0.00133255, 0, 106]
[325, 0.0013325321, 0, 97]
[469, 0.0013325461, 0, 132]
[422, 0.00133255, 0, 187]
[463, 0.0013324813, 0, 147]
[399, 0.00133255, 0, 130]
[307, 0.00133255, 0, 94]
[332, 0.00133255, 0, 134]
[427, 0.00133255, 0, 63]
[309, 0.00133255, 0, 155]
[269, 0.0013325417, 0, 176]
[469, 0.001332548, 0, 80]
[209, 0.78586745, 1, 66]
[356, 0.78586745, 1, 93]
[421, 0.0013325391, 0, 75]
[535, 0.00133255, 0, 26]
[301, 0.00133255, 0, 113]
[351, 0.001332527, 0, 50]
[317, 0.00133255, 0, 156]
[424, 0.00133255, 0, 186]
[375, 0.78586745, 1, 135]
[224, 0.026392085, 0, 127]
[293, 0.00133255, 0, 51]
[214, 0.78586745, 1, 7]
[356, 0.78586745, 1, 94]
[202, 0.78586745, 1, 163]
[377, 0.00133255, 0, 82]
[461, 0.00133255, 0, 127]
[450, 0.00133255, 0, 17]
[384, 0.00133255, 0, 162]
[292, 0.0013324984, 0, 35]
[339, 0.001271028, 0, 135]
[271, 0.0013290655, 0, 58]
[310, 0.00133255, 0, 68]
[482, 0.00133255, 0, 172]
[331, 0.00133255, 0, 152]
[464, 0.001332548, 0, 80]
